id,postal_code,region,province,type_of_property,price,number_of_bedrooms,surface,kitchen_type,furnished,open_fire,terrace,terrace_surface,garden,garden_surface,land_surface,number_of_facades,swimming_pool,state_of_the_building,priceperm2
9976637,1090,Brussels,Brussels,APARTMENT,265000.0,2.0,88.0,2.0,0.0,0,1.0,13.0,,,,2.0,0.0,2.0,3011.3636363636365
10140073,9050,Flanders,East Flanders,HOUSE,285000.0,2.0,165.0,1.0,0.0,0,,,1.0,40.0,225.0,3.0,0.0,1.0,1727.2727272727273
9997781,8380,Flanders,West Flanders,HOUSE,189000.0,1.0,79.0,1.0,0.0,0,1.0,26.0,,,105.0,,0.0,2.0,2392.4050632911394
10148135,8460,Flanders,West Flanders,HOUSE,450000.0,5.0,258.0,,0.0,0,1.0,,,,743.0,4.0,,2.0,1744.1860465116279
9407298,5020,Wallonia,Namur,APARTMENT,288000.0,3.0,113.0,,0.0,0,,,,,,4.0,0.0,,2548.6725663716816
9767816,2300,Flanders,Antwerp,APARTMENT,199000.0,1.0,83.0,1.5,0.0,0,,,1.0,,,3.0,,,2397.590361445783
10061167,5000,Wallonia,Namur,HOUSE,315000.0,3.0,180.0,,0.0,0,1.0,50.0,1.0,544.0,580.0,2.0,0.0,2.0,1750.0
10111851,8434,Flanders,West Flanders,APARTMENT,152500.0,0.0,28.0,,1.0,0,1.0,,,,,,0.0,,5446.428571428572
10122078,5000,Wallonia,Namur,APARTMENT,290000.0,2.0,83.0,,,0,1.0,22.0,,,,,,,3493.975903614458
9912343,8300,Flanders,West Flanders,HOUSE,3565000.0,5.0,248.0,1.0,,0,1.0,,1.0,536.0,536.0,4.0,0.0,3.0,14375.0
10046281,4970,Wallonia,Liège,HOUSE,195000.0,3.0,102.0,0.0,0.0,0,,,,,675.0,4.0,,,1911.764705882353
9748214,7141,Wallonia,Hainaut,HOUSE,210000.0,3.0,290.0,,0.0,0,1.0,30.0,1.0,250.0,350.0,2.0,0.0,3.0,724.1379310344828
10133556,1500,Flanders,Flemish Brabant,HOUSE,325000.0,3.0,187.0,,0.0,0,,,,,256.0,,0.0,2.0,1737.9679144385027
9649508,3890,Flanders,Limburg,HOUSE,325880.0,3.0,172.0,1.0,0.0,0,,,1.0,,324.0,3.0,,,1894.6511627906978
9873103,4100,Wallonia,Liège,HOUSE,119500.0,3.0,107.0,1.0,0.0,0,,,1.0,18.0,75.0,2.0,0.0,2.0,1116.822429906542
9847302,1000,Brussels,Brussels,APARTMENT,355000.0,1.0,73.0,2.0,,0,,,,,,2.0,0.0,3.0,4863.013698630137
9941130,7500,Wallonia,Hainaut,APARTMENT,249000.0,1.0,82.0,2.0,0.0,0,1.0,21.0,,,,,,3.0,3036.5853658536585
10062540,8560,Flanders,West Flanders,HOUSE,358000.0,4.0,172.0,1.0,0.0,0,1.0,24.0,1.0,650.0,1006.0,3.0,,3.0,2081.3953488372094
10079520,8850,Flanders,West Flanders,HOUSE,249000.0,2.0,58.0,,0.0,0,,,1.0,,78.0,,0.0,2.0,4293.103448275862
10093705,5100,Wallonia,Namur,HOUSE,335000.0,5.0,250.0,1.0,0.0,0,1.0,50.0,1.0,385.0,385.0,3.0,0.0,2.0,1340.0
10084497,5500,Wallonia,Namur,HOUSE,110000.0,4.0,155.0,2.0,0.0,0,,,,,70.0,,0.0,2.0,709.6774193548387
9769959,8400,Flanders,West Flanders,APARTMENT,279000.0,2.0,90.0,,,0,1.0,,,,,,0.0,3.0,3100.0
10047207,8300,Flanders,West Flanders,APARTMENT,1375000.0,3.0,111.0,2.5,,0,1.0,,,,,2.0,0.0,2.0,12387.387387387387
9981392,1910,Flanders,Flemish Brabant,HOUSE,874800.0,6.0,373.0,1.0,,0,1.0,30.0,,,3006.0,4.0,0.0,2.0,2345.308310991957
9879483,6020,Wallonia,Hainaut,HOUSE,129000.0,2.0,132.0,1.0,0.0,0,1.0,7.0,,,204.0,4.0,0.0,1.5,977.2727272727273
9981545,3140,Flanders,Flemish Brabant,HOUSE,1850000.0,4.0,443.0,2.0,0.0,0,1.0,120.0,,,3400.0,4.0,1.0,3.0,4176.07223476298
10140658,6230,Wallonia,Hainaut,HOUSE,285000.0,5.0,165.0,1.0,0.0,0,1.0,25.0,1.0,450.0,630.0,2.0,0.0,2.0,1727.2727272727273
9930931,9971,Flanders,East Flanders,HOUSE,299000.0,3.0,128.0,,,0,1.0,12.0,1.0,75.0,168.0,,0.0,1.0,2335.9375
9844296,4140,Wallonia,Liège,APARTMENT,559000.0,3.0,150.0,2.5,0.0,0,1.0,,,,,4.0,,3.0,3726.6666666666665
9109884,8550,Flanders,West Flanders,APARTMENT,167500.0,1.0,73.0,,0.0,0,1.0,8.0,,,,2.0,0.0,,2294.5205479452056
10130235,1325,Wallonia,Walloon Brabant,HOUSE,785000.0,4.0,260.0,2.5,0.0,0,1.0,,,,2205.0,4.0,1.0,3.0,3019.230769230769
9303319,1210,Brussels,Brussels,APARTMENT,259000.0,2.0,75.0,2.5,0.0,0,,,,,,2.0,0.0,2.0,3453.3333333333335
10135286,9190,Flanders,East Flanders,APARTMENT,264000.0,2.0,96.0,1.0,0.0,0,,,1.0,44.0,,4.0,,,2750.0
9978147,1315,Wallonia,Walloon Brabant,HOUSE,595000.0,4.0,290.0,1.0,0.0,1,1.0,,,,1700.0,4.0,,,2051.7241379310344
10118824,1000,Brussels,Brussels,HOUSE,685000.0,0.0,260.0,0.0,0.0,0,,,,,122.0,2.0,,,2634.6153846153848
10130522,8000,Flanders,West Flanders,HOUSE,1375000.0,0.0,450.0,2.5,,0,,,,,444.0,2.0,0.0,3.0,3055.5555555555557
10035299,5361,Wallonia,Namur,HOUSE,485000.0,4.0,210.0,1.0,,0,1.0,,,,7683.0,3.0,0.0,2.0,2309.5238095238096
10107888,1300,Wallonia,Walloon Brabant,HOUSE,4750000.0,10.0,350.0,1.5,,0,,,,,180000.0,4.0,1.0,2.0,13571.42857142857
9717015,4100,Wallonia,Liège,APARTMENT,416000.0,3.0,121.0,,,0,1.0,20.0,,,,2.0,,3.0,3438.0165289256197
10144058,5360,Wallonia,Namur,HOUSE,274000.0,3.0,130.0,2.0,0.0,0,1.0,,1.0,,2271.0,3.0,,2.0,2107.6923076923076
9954729,4280,Wallonia,Liège,APARTMENT,137000.0,2.0,88.0,1.0,0.0,0,1.0,2.0,,,,2.0,,1.5,1556.8181818181818
10148429,9051,Flanders,East Flanders,APARTMENT,415000.0,2.0,89.0,2.0,0.0,0,1.0,27.0,,,,4.0,0.0,,4662.921348314607
10097709,2170,Flanders,Antwerp,APARTMENT,465000.0,2.0,263.0,1.0,0.0,0,,,,,,2.0,0.0,,1768.0608365019011
10071508,2800,Flanders,Antwerp,HOUSE,285000.0,4.0,155.0,1.0,0.0,0,1.0,14.0,,,0.0,2.0,,2.0,1838.7096774193549
9932008,5555,Wallonia,Namur,HOUSE,330000.0,4.0,132.0,1.0,0.0,0,,,1.0,,1427.0,4.0,,2.0,2500.0
10110046,1440,Wallonia,Walloon Brabant,HOUSE,650000.0,5.0,295.0,2.0,0.0,1,,,1.0,,950.0,4.0,,2.0,2203.3898305084745
9288291,1080,Brussels,Brussels,HOUSE,3990000.0,18.0,2343.0,,,0,,,,,0.0,2.0,,,1702.944942381562
9867577,4121,Wallonia,Liège,APARTMENT,324000.0,4.0,158.0,1.0,,0,1.0,36.0,,,,,0.0,,2050.6329113924053
10120111,3150,Flanders,Flemish Brabant,HOUSE,640000.0,3.0,222.0,2.0,0.0,0,1.0,,,,790.0,4.0,,,2882.8828828828828
9991667,1130,Brussels,Brussels,HOUSE,319000.0,4.0,135.0,1.0,0.0,1,1.0,10.0,1.0,100.0,284.0,2.0,,,2362.962962962963
10053390,1180,Brussels,Brussels,HOUSE,795000.0,4.0,236.0,1.0,0.0,0,1.0,20.0,1.0,48.0,165.0,2.0,,2.0,3368.64406779661
10041385,9950,Flanders,East Flanders,APARTMENT,290000.0,1.0,120.0,,0.0,0,1.0,,,,,4.0,0.0,2.0,2416.6666666666665
10052589,7100,Wallonia,Hainaut,HOUSE,130000.0,2.0,166.0,,,0,,,,,0.0,2.0,,,783.1325301204819
10060110,9800,Flanders,East Flanders,HOUSE,250000.0,3.0,120.0,0.0,0.0,0,,,1.0,,0.0,,,,2083.3333333333335
9956561,2370,Flanders,Antwerp,HOUSE,325000.0,3.0,150.0,2.0,,0,1.0,30.0,1.0,150.0,318.0,2.0,0.0,3.0,2166.6666666666665
10004023,1930,Flanders,Flemish Brabant,HOUSE,439000.0,3.0,157.0,2.5,0.0,0,1.0,,1.0,,160.0,2.0,,2.0,2796.1783439490446
10150947,1930,Flanders,Flemish Brabant,HOUSE,1050000.0,5.0,490.0,,0.0,0,1.0,,1.0,800.0,985.0,,,,2142.8571428571427
9866945,7033,Wallonia,Hainaut,HOUSE,210000.0,6.0,255.0,,0.0,0,,,,,400.0,2.0,,1.5,823.5294117647059
9897861,9230,Flanders,East Flanders,HOUSE,142000.0,2.0,180.0,,0.0,0,1.0,,,,173.0,2.0,0.0,,788.8888888888889
10041441,8300,Flanders,West Flanders,APARTMENT,1095000.0,3.0,84.0,2.0,1.0,0,1.0,5.0,,,,2.0,0.0,2.0,13035.714285714286
10132906,9000,Flanders,East Flanders,HOUSE,289000.0,3.0,112.0,1.0,0.0,0,,,1.0,,150.0,2.0,,1.0,2580.3571428571427
9953445,4480,Wallonia,Liège,HOUSE,125000.0,1.0,86.0,0.0,,0,1.0,8.0,1.0,307.0,375.0,4.0,0.0,1.0,1453.4883720930231
10076211,7100,Wallonia,Hainaut,HOUSE,860000.0,5.0,347.0,,0.0,0,1.0,,,,1479.0,2.0,0.0,3.0,2478.386167146974
10107321,9140,Flanders,East Flanders,APARTMENT,330000.0,3.0,125.0,1.0,,0,1.0,10.0,,,,,0.0,3.0,2640.0
10091207,8880,Flanders,West Flanders,APARTMENT,275000.0,3.0,138.0,,0.0,0,,,1.0,27.0,,2.0,0.0,3.0,1992.7536231884058
9970071,7830,Wallonia,Hainaut,HOUSE,270000.0,3.0,110.0,1.0,0.0,0,1.0,,1.0,,713.0,4.0,,2.0,2454.5454545454545
10129922,8660,Flanders,West Flanders,APARTMENT,295000.0,3.0,80.0,,1.0,0,,,1.0,,,,0.0,,3687.5
10143122,2547,Flanders,Antwerp,HOUSE,349000.0,2.0,125.0,1.0,0.0,1,1.0,,1.0,,279.0,3.0,,2.0,2792.0
10079650,1050,Brussels,Brussels,APARTMENT,395000.0,3.0,137.0,1.5,0.0,0,1.0,15.0,,,,2.0,0.0,1.5,2883.211678832117
9893468,8500,Flanders,West Flanders,APARTMENT,260000.0,2.0,133.0,1.0,0.0,0,1.0,10.0,,,,4.0,0.0,2.0,1954.8872180451128
10149457,2570,Flanders,Antwerp,HOUSE,365000.0,4.0,160.0,,,0,1.0,38.0,1.0,1.0,205.0,2.0,0.0,3.0,2281.25
10128485,9100,Flanders,East Flanders,APARTMENT,259000.0,2.0,100.0,1.0,0.0,0,1.0,10.0,1.0,50.0,,2.0,0.0,2.0,2590.0
10091889,1480,Wallonia,Walloon Brabant,APARTMENT,299000.0,3.0,114.0,1.0,0.0,0,1.0,14.0,,,,4.0,,,2622.8070175438597
8954486,9700,Flanders,East Flanders,HOUSE,220000.0,4.0,170.0,,0.0,0,,,,,345.0,2.0,,1.0,1294.1176470588234
10133223,3000,Flanders,Flemish Brabant,APARTMENT,237000.0,1.0,60.0,1.0,1.0,0,,,,,,2.0,0.0,3.0,3950.0
9176128,8000,Flanders,West Flanders,APARTMENT,99000.0,1.0,17.0,1.0,1.0,0,,,,,,2.0,0.0,3.0,5823.529411764706
10078461,4680,Wallonia,Liège,APARTMENT,178500.0,2.0,90.0,1.0,0.0,0,,,,,,,,2.0,1983.3333333333333
10099045,9320,Flanders,East Flanders,HOUSE,449000.0,3.0,233.0,1.0,,0,1.0,,,,300.0,3.0,,2.0,1927.038626609442
9411606,8550,Flanders,West Flanders,APARTMENT,242000.0,2.0,84.0,2.0,0.0,0,1.0,7.0,,,,,0.0,,2880.9523809523807
10010199,8670,Flanders,West Flanders,APARTMENT,290000.0,1.0,61.0,1.0,1.0,0,1.0,,,,,,,3.0,4754.098360655737
10066928,7322,Wallonia,Hainaut,HOUSE,275000.0,5.0,191.0,,,0,1.0,24.0,,,90.0,3.0,,2.0,1439.7905759162304
10083453,8790,Flanders,West Flanders,HOUSE,585000.0,8.0,246.0,2.0,0.0,0,1.0,,,,368.0,,0.0,3.0,2378.048780487805
9722893,3550,Flanders,Limburg,APARTMENT,279500.0,2.0,118.0,,0.0,0,1.0,17.0,,,,,,,2368.64406779661
10056699,6600,Wallonia,Luxembourg,APARTMENT,210000.0,2.0,80.0,1.0,0.0,0,1.0,4.0,,,,2.0,,3.0,2625.0
9873734,3970,Flanders,Limburg,HOUSE,219000.0,3.0,180.0,0.0,0.0,0,,,,,390.0,3.0,0.0,3.0,1216.6666666666667
10084490,5670,Wallonia,Namur,HOUSE,130000.0,4.0,220.0,1.0,0.0,0,1.0,,1.0,,700.0,,0.0,1.0,590.9090909090909
10140031,2000,Flanders,Antwerp,APARTMENT,469000.0,2.0,111.0,2.0,0.0,0,1.0,10.0,,,,2.0,,3.0,4225.225225225226
10128882,5170,Wallonia,Namur,HOUSE,800000.0,4.0,230.0,2.0,,1,1.0,40.0,1.0,1400.0,1600.0,4.0,0.0,2.0,3478.2608695652175
10041170,1600,Flanders,Flemish Brabant,HOUSE,365000.0,4.0,176.0,1.0,0.0,0,1.0,,,,113.0,2.0,0.0,1.5,2073.8636363636365
10107039,9100,Flanders,East Flanders,APARTMENT,187000.0,2.0,81.0,,0.0,0,,,1.0,181.0,,,,1.5,2308.641975308642
10129952,3540,Flanders,Limburg,HOUSE,330000.0,4.0,174.0,1.0,0.0,0,1.0,10.0,,,680.0,4.0,0.0,3.0,1896.551724137931
9654151,1080,Brussels,Brussels,APARTMENT,399000.0,4.0,210.0,2.5,0.0,0,1.0,,,,,,,2.0,1900.0
10100077,2970,Flanders,Antwerp,APARTMENT,379900.0,2.0,122.0,1.0,0.0,0,1.0,18.0,1.0,69.0,,4.0,,,3113.934426229508
10108266,1000,Brussels,Brussels,APARTMENT,745000.0,3.0,161.0,2.0,0.0,0,1.0,13.0,,,,4.0,0.0,3.0,4627.329192546584
10113264,7000,Wallonia,Hainaut,HOUSE,275000.0,6.0,250.0,2.0,0.0,0,1.0,,1.0,,1053.0,4.0,,2.0,1100.0
10120157,1980,Flanders,Flemish Brabant,HOUSE,619000.0,3.0,247.0,1.0,0.0,0,1.0,35.0,,,740.0,4.0,,,2506.072874493927
9869948,7700,Wallonia,Hainaut,APARTMENT,401533.0,2.0,137.0,1.0,0.0,0,1.0,16.0,1.0,57.0,,3.0,0.0,3.0,2930.897810218978
10101443,1950,Flanders,Flemish Brabant,HOUSE,645000.0,4.0,170.0,,0.0,0,1.0,25.0,1.0,435.0,822.0,4.0,,1.0,3794.1176470588234
9985756,7321,Wallonia,Hainaut,HOUSE,300000.0,4.0,162.0,,0.0,0,,,,,1407.0,4.0,,,1851.851851851852
10136781,4101,Wallonia,Liège,HOUSE,299000.0,5.0,151.0,1.0,0.0,0,1.0,11.0,,,100.0,2.0,0.0,2.0,1980.132450331126
9924775,8660,Flanders,West Flanders,APARTMENT,345000.0,3.0,84.0,1.0,1.0,0,,,,,,2.0,0.0,2.0,4107.142857142857
10131620,1480,Wallonia,Walloon Brabant,HOUSE,750000.0,7.0,260.0,1.5,0.0,0,1.0,,,,1343.0,4.0,1.0,3.0,2884.6153846153848
10020134,9500,Flanders,East Flanders,HOUSE,275000.0,3.0,95.0,1.0,0.0,0,1.0,30.0,1.0,,2020.0,4.0,,2.0,2894.7368421052633
10078668,1700,Flanders,Flemish Brabant,APARTMENT,199000.0,2.0,71.0,1.0,0.0,0,,,,,,2.0,0.0,2.0,2802.8169014084506
8775145,3940,Flanders,Limburg,APARTMENT,190200.0,1.0,65.0,1.0,0.0,0,1.0,6.0,,,,,0.0,,2926.153846153846
10109144,9050,Flanders,East Flanders,HOUSE,350000.0,3.0,128.0,1.0,1.0,0,1.0,17.0,1.0,,100.0,,0.0,3.0,2734.375
10127315,4100,Wallonia,Liège,HOUSE,79000.0,2.0,88.0,,0.0,0,,,1.0,52.0,125.0,2.0,0.0,1.0,897.7272727272727
10059709,8620,Flanders,West Flanders,APARTMENT,119000.0,0.0,38.0,,,0,1.0,,,,,,0.0,1.5,3131.5789473684213
9898854,2500,Flanders,Antwerp,APARTMENT,282500.0,2.0,94.0,1.0,0.0,0,1.0,10.0,,,,2.0,,,3005.31914893617
10139778,6224,Wallonia,Hainaut,HOUSE,329000.0,4.0,230.0,1.0,0.0,0,,,,,1115.0,3.0,,2.0,1430.4347826086957
9589509,7784,Wallonia,Hainaut,APARTMENT,110787.0,2.0,65.0,1.0,0.0,0,,,,,,4.0,,3.0,1704.4153846153847
10126428,4690,Wallonia,Liège,HOUSE,169000.0,5.0,201.0,1.0,0.0,0,1.0,40.0,,,308.0,3.0,,,840.7960199004975
10045159,1370,Wallonia,Walloon Brabant,HOUSE,149000.0,2.0,55.0,0.0,0.0,0,,,,,0.0,2.0,,,2709.090909090909
9901902,9200,Flanders,East Flanders,APARTMENT,295000.0,2.0,114.0,,,0,1.0,,1.0,,,,0.0,,2587.719298245614
10008168,2150,Flanders,Antwerp,APARTMENT,329000.0,2.0,151.0,,,0,1.0,,,,,2.0,,2.0,2178.8079470198677
10084649,1755,Flanders,Flemish Brabant,HOUSE,420000.0,4.0,277.0,1.0,0.0,0,,,,,464.0,3.0,,2.0,1516.2454873646209
9806048,8430,Flanders,West Flanders,HOUSE,180000.0,2.0,67.0,1.0,0.0,0,,,,,0.0,2.0,,2.0,2686.5671641791046
10012833,3800,Flanders,Limburg,HOUSE,599000.0,4.0,347.0,1.0,0.0,0,,,,,1262.0,4.0,,2.0,1726.2247838616715
10135293,1060,Brussels,Brussels,APARTMENT,295000.0,1.0,65.0,1.0,0.0,0,,,,,,2.0,,2.0,4538.461538461538
10086706,4500,Wallonia,Liège,HOUSE,159000.0,4.0,150.0,1.0,0.0,0,,,,,50.0,2.0,,2.0,1060.0
10146154,9450,Flanders,East Flanders,HOUSE,395000.0,5.0,309.0,1.0,0.0,0,,,,,0.0,3.0,,2.0,1278.31715210356
10150749,1000,Brussels,Brussels,APARTMENT,830000.0,3.0,185.0,1.5,,0,1.0,25.0,,,,2.0,0.0,2.0,4486.486486486487
9971513,8400,Flanders,West Flanders,APARTMENT,130000.0,1.0,20.0,1.0,0.0,0,1.0,,,,,,0.0,3.0,6500.0
9781985,2350,Flanders,Antwerp,HOUSE,685000.0,5.0,340.0,2.0,,0,1.0,,,,831.0,4.0,,3.0,2014.7058823529412
9618175,3500,Flanders,Limburg,APARTMENT,288899.0,2.0,105.0,,0.0,0,1.0,32.0,,,,,,3.0,2751.4190476190474
10122028,1600,Flanders,Flemish Brabant,HOUSE,345000.0,3.0,150.0,,0.0,0,,,1.0,75.0,182.0,2.0,0.0,1.5,2300.0
9694901,1050,Brussels,Brussels,HOUSE,949000.0,6.0,330.0,2.0,0.0,1,1.0,5.0,1.0,60.0,135.0,2.0,,2.0,2875.757575757576
10093822,7700,Wallonia,Hainaut,APARTMENT,213000.0,2.0,97.0,2.0,0.0,0,1.0,16.0,,,,,0.0,3.0,2195.8762886597938
10141727,6530,Wallonia,Hainaut,HOUSE,279000.0,4.0,200.0,,0.0,0,1.0,50.0,1.0,200.0,468.0,4.0,,3.0,1395.0
10012607,1200,Brussels,Brussels,APARTMENT,465000.0,3.0,108.0,1.0,0.0,0,1.0,20.0,1.0,100.0,,2.0,0.0,2.0,4305.555555555556
10041384,4100,Wallonia,Liège,HOUSE,120000.0,2.0,80.0,,,0,,,,,1102.0,3.0,,1.5,1500.0
8067494,9700,Flanders,East Flanders,APARTMENT,269000.0,1.0,66.0,,0.0,0,1.0,9.0,,,,4.0,0.0,3.0,4075.757575757576
10043738,2980,Flanders,Antwerp,APARTMENT,379000.0,3.0,131.0,1.0,,0,1.0,25.0,1.0,35.0,,3.0,,3.0,2893.1297709923665
10053330,1020,Brussels,Brussels,APARTMENT,329000.0,3.0,167.0,,0.0,1,1.0,20.0,,,,2.0,0.0,1.5,1970.059880239521
10122141,3010,Flanders,Flemish Brabant,APARTMENT,260000.0,2.0,85.0,1.0,,0,1.0,10.0,,,,2.0,0.0,3.0,3058.823529411765
9522569,2200,Flanders,Antwerp,APARTMENT,243000.0,2.0,85.0,1.0,0.0,0,,,,,,,,3.0,2858.823529411765
10131702,9000,Flanders,East Flanders,APARTMENT,465000.0,2.0,95.0,,0.0,0,1.0,30.0,,,,2.0,0.0,,4894.736842105263
9887929,3300,Flanders,Flemish Brabant,HOUSE,289000.0,4.0,196.0,,0.0,1,1.0,35.0,,,153.0,3.0,,1.5,1474.4897959183672
9857565,3700,Flanders,Limburg,HOUSE,230711.0,3.0,126.0,,0.0,0,1.0,21.0,1.0,285.0,331.0,3.0,,,1831.0396825396826
10125325,7340,Wallonia,Hainaut,HOUSE,119000.0,2.0,150.0,,0.0,0,,,,,590.0,2.0,,1.0,793.3333333333334
10002648,9890,Flanders,East Flanders,APARTMENT,329000.0,2.0,111.0,,0.0,0,,,,,,2.0,0.0,,2963.963963963964
10042360,7700,Wallonia,Hainaut,HOUSE,290000.0,4.0,120.0,2.0,0.0,0,,,,,0.0,2.0,,,2416.6666666666665
10105859,9520,Flanders,East Flanders,HOUSE,319000.0,4.0,180.0,1.0,,0,1.0,,,,948.0,4.0,,1.5,1772.2222222222222
9865222,4800,Wallonia,Liège,HOUSE,119500.0,5.0,160.0,,0.0,0,1.0,35.0,,,140.0,2.0,0.0,1.5,746.875
9797834,7800,Wallonia,Hainaut,APARTMENT,223800.0,2.0,83.0,1.0,0.0,0,1.0,15.0,,,,,,,2696.385542168675
10078005,8560,Flanders,West Flanders,APARTMENT,269500.0,2.0,112.0,,,0,1.0,11.0,1.0,,,,0.0,,2406.25
10055614,9051,Flanders,East Flanders,APARTMENT,490000.0,3.0,140.0,1.0,0.0,1,,,1.0,,,4.0,0.0,,3500.0
9788971,1932,Flanders,Flemish Brabant,HOUSE,499000.0,4.0,137.0,2.5,0.0,0,1.0,,1.0,,156.0,2.0,,3.0,3642.3357664233577
10141655,2850,Flanders,Antwerp,HOUSE,264000.0,4.0,165.0,1.0,0.0,0,,,1.0,56.0,150.0,2.0,,,1600.0
10086276,1853,Flanders,Flemish Brabant,HOUSE,365000.0,4.0,170.0,2.0,,0,,,1.0,120.0,189.0,2.0,0.0,3.0,2147.0588235294117
10129559,1030,Brussels,Brussels,APARTMENT,339000.0,2.0,95.0,1.0,0.0,0,,,,,,3.0,,2.0,3568.4210526315787
10065745,3511,Flanders,Limburg,HOUSE,250000.0,3.0,165.0,,0.0,0,,,1.0,540.0,540.0,3.0,0.0,1.0,1515.1515151515152
9814409,4100,Wallonia,Liège,APARTMENT,225000.0,2.0,106.0,1.0,,0,1.0,30.0,,,,2.0,0.0,2.0,2122.6415094339623
10096399,9040,Flanders,East Flanders,HOUSE,369000.0,2.0,155.0,,,0,1.0,,1.0,,939.0,,0.0,1.5,2380.6451612903224
10149675,1650,Flanders,Flemish Brabant,HOUSE,650000.0,4.0,180.0,1.0,0.0,0,1.0,,,,1169.0,4.0,,2.0,3611.1111111111113
10102038,4032,Wallonia,Liège,HOUSE,240000.0,6.0,266.0,1.0,0.0,0,,,,,0.0,2.0,0.0,2.0,902.2556390977444
10000078,4000,Wallonia,Liège,HOUSE,165000.0,2.0,89.0,1.0,,0,1.0,1.0,1.0,1.0,395.0,2.0,0.0,2.0,1853.9325842696628
10060085,7340,Wallonia,Hainaut,HOUSE,60000.0,2.0,110.0,,,0,,,1.0,51.0,0.0,3.0,0.0,1.0,545.4545454545455
9325784,7050,Wallonia,Hainaut,HOUSE,690000.0,3.0,230.0,2.5,0.0,1,1.0,175.0,,,405.0,4.0,,2.0,3000.0
9977925,7320,Wallonia,Hainaut,HOUSE,160000.0,4.0,209.0,,,0,,,,,1090.0,3.0,,0.0,765.5502392344498
10133414,9810,Flanders,East Flanders,HOUSE,539000.0,2.0,558.0,,0.0,1,1.0,,1.0,1256.0,1256.0,,0.0,3.0,965.9498207885305
10148784,1000,Brussels,Brussels,APARTMENT,165000.0,1.0,42.0,1.0,1.0,0,,,,,,2.0,,2.0,3928.5714285714284
9644418,6940,Wallonia,Luxembourg,HOUSE,109000.0,1.0,54.0,1.0,0.0,0,1.0,10.0,,,0.0,,0.0,1.5,2018.5185185185185
9874052,7642,Wallonia,Hainaut,HOUSE,79000.0,2.0,104.0,,0.0,0,,,,,0.0,2.0,,1.0,759.6153846153846
9838425,9790,Flanders,East Flanders,HOUSE,650000.0,4.0,226.0,,,0,,,,,9000.0,,1.0,,2876.1061946902655
9661621,6061,Wallonia,Hainaut,HOUSE,335000.0,6.0,263.0,1.0,1.0,0,,,,,141.0,2.0,,2.0,1273.764258555133
9988916,2900,Flanders,Antwerp,HOUSE,389000.0,4.0,153.0,2.0,0.0,0,1.0,,,,198.0,2.0,,,2542.483660130719
10130880,4987,Wallonia,Liège,HOUSE,315814.0,3.0,120.0,,,0,,,1.0,,1100.0,3.0,,,2631.7833333333333
10078191,6042,Wallonia,Hainaut,HOUSE,164900.0,4.0,120.0,1.0,0.0,0,1.0,30.0,,,118.0,3.0,,2.0,1374.1666666666667
9851293,2500,Flanders,Antwerp,APARTMENT,267000.0,1.0,80.0,1.0,0.0,0,,,1.0,,,2.0,0.0,3.0,3337.5
9351472,8000,Flanders,West Flanders,APARTMENT,247205.0,2.0,79.0,,,0,1.0,,1.0,,,,0.0,,3129.1772151898736
10033610,4432,Wallonia,Liège,HOUSE,369000.0,4.0,247.0,1.0,0.0,0,,,,,750.0,4.0,,,1493.9271255060728
10088646,1430,Wallonia,Walloon Brabant,HOUSE,165000.0,4.0,183.0,0.0,0.0,0,,,,,0.0,,,1.0,901.639344262295
9702023,8200,Flanders,West Flanders,APARTMENT,305000.0,2.0,74.0,1.0,0.0,0,,,1.0,,,3.0,0.0,3.0,4121.621621621622
10050216,1853,Flanders,Flemish Brabant,HOUSE,369000.0,3.0,130.0,,0.0,0,1.0,48.0,1.0,48.0,200.0,2.0,,2.0,2838.4615384615386
10044564,6110,Wallonia,Hainaut,HOUSE,195000.0,2.0,100.0,,0.0,0,,,,,636.0,4.0,,,1950.0
9720238,7300,Wallonia,Hainaut,HOUSE,211000.0,3.0,145.0,,0.0,0,,,,,287.0,2.0,,,1455.1724137931035
9221930,8500,Flanders,West Flanders,APARTMENT,255000.0,1.0,70.0,1.0,0.0,0,1.0,38.0,,,,,0.0,,3642.8571428571427
9720704,2000,Flanders,Antwerp,APARTMENT,232000.0,1.0,56.0,,,0,1.0,,,,,,,,4142.857142857143
10013620,1982,Flanders,Flemish Brabant,HOUSE,599000.0,4.0,274.0,1.0,0.0,1,1.0,,,,1281.0,4.0,,1.5,2186.131386861314
10078186,4420,Wallonia,Liège,HOUSE,210000.0,4.0,213.0,1.0,,0,1.0,10.0,1.0,168.0,248.0,2.0,0.0,2.0,985.9154929577464
9810208,7700,Wallonia,Hainaut,HOUSE,139000.0,3.0,183.0,0.0,0.0,0,,,1.0,60.0,248.0,2.0,,1.0,759.5628415300547
10124455,1030,Brussels,Brussels,HOUSE,445000.0,5.0,220.0,1.0,0.0,0,1.0,15.0,1.0,22.0,100.0,2.0,,2.0,2022.7272727272727
9732129,2840,Flanders,Antwerp,APARTMENT,301800.0,2.0,92.0,2.0,0.0,0,1.0,32.0,,,,,0.0,,3280.4347826086955
9673116,2430,Flanders,Antwerp,APARTMENT,265000.0,3.0,88.0,1.0,0.0,0,1.0,,,,,3.0,,,3011.3636363636365
