id,postal_code,region,province,type_of_property,price,number_of_bedrooms,surface,kitchen_type,furnished,open_fire,terrace,terrace_surface,garden,garden_surface,land_surface,number_of_facades,swimming_pool,state_of_the_building,priceperm2
9930500,5380,Wallonia,Namur,HOUSE,299000.0,3.0,164.0,1.0,0.0,1,1.0,,1.0,708.0,708.0,4.0,,,1823.1707317073171
10079841,1050,Brussels,Brussels,APARTMENT,265000.0,1.0,63.0,1.0,0.0,0,1.0,6.0,,,,2.0,,2.0,4206.349206349207
10070339,9070,Flanders,East Flanders,APARTMENT,250000.0,3.0,98.0,,0.0,0,1.0,,,,,3.0,0.0,2.0,2551.0204081632655
10058944,1785,Flanders,Flemish Brabant,APARTMENT,315000.0,2.0,95.0,1.0,0.0,0,1.0,5.0,,,,2.0,0.0,2.0,3315.7894736842104
10116886,8700,Flanders,West Flanders,HOUSE,284000.0,2.0,155.0,,0.0,0,1.0,,,,855.0,4.0,0.0,1.5,1832.258064516129
10009625,2170,Flanders,Antwerp,APARTMENT,279000.0,2.0,135.0,2.0,0.0,0,1.0,,,,,3.0,,2.0,2066.6666666666665
9897322,1000,Brussels,Brussels,HOUSE,1800000.0,10.0,654.0,,0.0,0,1.0,,,,175.0,2.0,,2.0,2752.293577981651
9991021,2950,Flanders,Antwerp,APARTMENT,449000.0,2.0,135.0,2.5,,0,1.0,,,,,,,3.0,3325.925925925926
10076657,6000,Wallonia,Hainaut,HOUSE,199000.0,4.0,200.0,1.0,0.0,0,,,,,0.0,,0.0,1.0,995.0
10087552,8820,Flanders,West Flanders,APARTMENT,262500.0,2.0,92.0,,,0,1.0,,,,,2.0,,3.0,2853.2608695652175
9982278,2018,Flanders,Antwerp,APARTMENT,749000.0,3.0,238.0,,0.0,0,1.0,,,,,2.0,0.0,2.0,3147.0588235294117
9924746,6830,Wallonia,Luxembourg,HOUSE,139000.0,2.0,63.0,1.0,0.0,0,1.0,,,,60.0,2.0,,,2206.3492063492063
10024518,2280,Flanders,Antwerp,APARTMENT,298500.0,2.0,107.0,1.0,0.0,0,1.0,14.0,1.0,130.0,,4.0,,2.0,2789.7196261682243
9979383,3401,Flanders,Flemish Brabant,HOUSE,650000.0,4.0,416.0,,,0,,,,,8779.0,4.0,,1.0,1562.5
10148296,1180,Brussels,Brussels,APARTMENT,265000.0,1.0,65.0,1.0,0.0,0,,,,,,2.0,0.0,3.0,4076.923076923077
10094871,1000,Brussels,Brussels,HOUSE,380000.0,5.0,125.0,0.0,,0,1.0,12.0,,,0.0,2.0,0.0,2.0,3040.0
10138808,1060,Brussels,Brussels,HOUSE,1090000.0,5.0,292.0,2.5,1.0,0,,,,,0.0,2.0,0.0,2.0,3732.876712328767
10064645,7760,Wallonia,Hainaut,HOUSE,680000.0,3.0,300.0,,,1,1.0,,1.0,,2049.0,,0.0,,2266.6666666666665
10093982,1300,Wallonia,Walloon Brabant,HOUSE,295000.0,3.0,150.0,2.0,,0,1.0,,,,0.0,2.0,,3.0,1966.6666666666667
